,attraction_id,category,name,description,address,areacode,image,iamge2,mapx,mapy,score,readcount
0,127484,1,경주국립공원,"경주국립공원은 설악산국립공원, 한려해상국립공원처럼 산이나 바다 등 자연경관이 아닌, 세계적으로도 놀라운 문화유산으로  이루어진 국립공원이다. 신라 천 년의 찬란한 문화를 꽃피운 경주는 우리 조상이 남긴 찬란한 민족문화의 발자취와  삼국통일의 웅장한 기상이 서려 있고 가는 곳마다 명승고적과 전설, 고유민속 등의 수많은 문화유산을 보존하고 있는 한국 관광의 대표적인 곳이다. 훌륭한 사적과 문화적, 역사적 유물이 놀라울 만큼 한 고장에 집중적으로 보존돼 있고 국보급 또는 세계적으로 가치있는 고고품이 쏟아져 나왔으며, 또 찬란했던 불교문화와 그 예술을 확인할 수 있는 경주는 한마디로 도시 전체가 벽없는 박물관이다. 특히, 경주시가 관광특구로 지정된 후 민관이 함께 관광기반시설과 환경개선에 힘을 기울이고 있어 과거 어느 때보다도  훌륭한 관광 지역으로  변모하고 있으며, 해마다 5백만명 이상이 경주를 찾고 있다.<br>",경상북도 경주시 천북남로 12,35,http://tong.visitkorea.or.kr/cms/resource/47/2014047_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/47/2014047_image3_1.jpg,129.289657988,35.8436914887,0.0,40320
1,125817,1,계룡산국립공원,"* 동학사와 갑사로 유명한, 계룡산국립공원 *<br /><br />1968년 12월 31일에 국립공원으로 지정된 계룡산은  대전광역시, 공주시, 논산시에 걸쳐있는 충남 제일의 명산이다. 차령산맥과 노령산맥  사이에 이룩된 산지로 능선이 닭의 볏을 머리에 쓴 용의 모습과 닮았다고 하여 계룡이라는  이름이 붙여지게 되었으며, 풍수지리에서도 명산이며, 무속신앙과 관계깊은 신비스러운  산이다. 주봉인 천황봉 (845.1M)을 비롯하여 삼불봉, 연천봉, 관음봉 등 열댓개의  봉우리, 기암괴석과 서쪽에 용문폭포, 동쪽에 은선폭포, 남쪽에 암용추, 숫용추폭포를  어우르고 있는 명산명소이다. 봄에는 동학사 진입로변의 벚꽃터널, 여름에는 동학사  계곡의 신록, 가을에는 갑사와 용문폭포 주위의 단풍, 겨울에는 삼불봉과 자연성능의  설경이 장관을 이룬다. 계룡산에는 유서 깊은 절과 전설이 담긴 유적들이 도처에  많다. 동쪽의 동학사, 서북쪽의 갑사, 서남쪽에 신원사, 동남쪽에 용화사가 있고  갑사삼신괘불탱 등 국보 2점, 쇠로 된 당간과 당간지주 등 보물 7점과 신원사 오층석탑  등 지방문화재 9점이 있다.<br>",충청남도 공주시 반포면 동학사1로 327-6,34,http://tong.visitkorea.or.kr/cms/resource/77/1600077_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/77/1600077_image3_1.jpg,127.2324620609,36.356873299,0.0,79884
2,126237,1,내장산국립공원,"산 안에 숨겨진 것이 무궁무진하다.' 하여 붙여진 이름이 내장산(內藏山)이다. 가을이면 온통 선홍빛 단풍으로 지천을 물들이는 내장산은 찾는 이의 가슴에 진한 추억을 남기는 ""호남의 금강""이다. 이다. 불타는 단풍터널과 도덕폭포, 금선폭포가 이루어내는 황홀경은 단풍 비경의 대명사로 손색이 없다. 해마다 단풍 천지를 이루는 가을뿐만 아니라 봄에는 철쭉과 벚꽃, 여름에는 짙고 무성한 녹음으로, 겨울에는 바위 절벽의 멋진 비경과 아름다운 설경, 그리고 사계절 내내 갖가지 야생화가 흐드러지게 만개하여 오가는 사람들을 감동시킨다. 내장산국립공원은 ""호남의 5대 명산""인 내장산을 비롯하여 남쪽으로 이어진 백암산, 그리고 내장사, 백양사 등 유서 깊은 사찰과 함께 전봉준 장군이  체포되기 전에 마지막으로 거쳐 간 입암산성까지를 포괄하는데, ""봄 백양, 가을 내장""이란 말처럼 비경의 연속이다.

 내장산 연봉들이 병풍처럼 둘러쳐진 아래, 아담하게 자리잡은 내장사(內臟寺), 대웅전과 극락전 등 조선 중기의 건물들이 다수 남아있는 웅장하고도 고풍스러운 면모를 갖추고  있는 백양사(白羊寺), 동지섣달 엄동설한에도 여전히 그 잎새들을 반짝거리는  굴거리나무와 비자나무 노목들이 천 년을 넘나드는 불심으로 아름다운 숲을 이뤄 역사의 심오한 향기를 더해준다.  또한 내장사를 가운데 두고 신선봉(763m)을 주봉으로 하여 장군봉(696m), 서래봉(624m),  불출봉(619m), 연자봉(675m ), 까치봉(717m) 등이 말발굽처럼 둘리워진 특이한 자연경관을 가지고 있다.760종의 자생식물과 숲, 그리고 천연기념물을 비롯한 다양한  야생동물이 숨 쉬고 있는  내장산은 전북 정읍시와 순창군, 그리고 전남 장성군에 걸쳐있으며 소백산맥에서 갈라진 노령산맥이 호남평야의 한가운데 이르러서 다시 한번 빚어낸 우리나라 최고의 가을산이다. 총면적이 81.715㎢ 에 달하며  1971년 11월 17일 백양사지구와 함께 국립공원으로 지정되었다.

[서래봉]
내장산의 북쪽을 두른 암산이며 내장산의 대표적인 경관이다. 암봉(岩峰)의 모양이 마치 농기구인 써래처럼 생겼다하여 “써래봉”이라고 부르기도 하며 달마조사(達磨祖師)가 양(梁)나라로부터 이웃에 왔다하여 “서래(西來)라고 쓰기도 한다는데 이 사찰이 있는 산명(山名)이 붙은 “수리봉”이란 이름에서 비롯된 것이라고 한다. 정상에 올라서서 서쪽을 바라보면 내장저수지와 정읍시 일부가 보인다. 서래봉은 약 1km의 바위절벽이 그대로 하나의 봉우리를 형성하고 있는데, 그 기묘한 바위절벽 아래로 단풍나무가 아름드리 둘러쳐져 있어 마치 여인이 고운 치마를 입은 듯한 자태이다.</br> 에코엔티어링, 쓰레킹(쓰레기 줍기+트래킹) 등 다양한 탄소저감 체험활동과 자연환경해설사와 함께하는 자연체험과 놀이, 취약계층 맞춤 해설 서비스 등 다양한 탄소저감 프로그램을 운영중이기도 하다.",전라북도 정읍시 내장호반로 328,37,http://tong.visitkorea.or.kr/cms/resource/25/2616825_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/25/2616825_image3_1.jpg,126.898570181,35.4868694129,0.0,70549
3,126012,1,덕유산국립공원(남덕유분소),"소백산맥에서 남쪽으로 뻗어나온 덕유산국립공원(219㎢)은 전북, 경남의 2도 4군에 걸쳐 있으며, 1975년에 국립공원으로 지정되었다.덕유산하면 모두 무주를 연상하고 있으나,  백두대간이 되는 주능선에서 북쪽으로 1.6km 벗어나 있는 최상봉 향적봉(1,614m)을 제외한 덕유 연봉들이 모두 거창군 내에 위치하고 있다. 덕유산이 시작되는 덕유삼봉산(1,254m)에서 부터 수령봉(933m), 대봉(1,300m), 지봉(1,302m), 거봉(1,390m), 덕유평전, 무룡산(1,492m), 삿갓봉(1,400m), 남덕유산(1,508m) 등이 거창의 산이다. 거창군 북상면 월성계곡의 아름다운 물과 바위, 무주의 구천동계곡에 버금가는 산수리의 마학동 계곡, 병곡리의 상여덤계곡, 소정리의 송계사 계곡 등은 곳곳에 소, 담, 폭을 이루며 아직도 깊숙한 골짜기에는 속살을 드러내 보이지 않는 비경을 간직하고 있다.",경남 거창군 북상면 소정리,36,http://tong.visitkorea.or.kr/cms/resource/30/2029530_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/30/2029530_image3_1.jpg,127.7993090218,35.8328819725,0.0,28256
4,126238,1,"덕유산국립공원(본소,적상분소)","소백산맥에서 남쪽으로 뻗어나온 덕유산국립공원은 전북, 경남의 2개도 4개군에 걸쳐 있으며, 1975년에 10번째로 국립공원으로 지정되었다. 덕이 많은 너그러운 모산이라 해서 붙여진 덕유산은 대한민국에서 네 번째로 높은 산(1,614m)으로 아고산대 생태계의 보존가치가 매우 높으며, 연간 150만명 이상의 탐방객이 방문하고 있다. 무주군의 설천면 나제통문에서 향적봉에 이르는 36km의 계곡 일대에 13개의 대와 10여 개의 못, 여러 개의 폭포가 이루는 무주구천동의 33경을 비롯하여 용추폭포에서 칠연폭포등 수많은 절경이 있다.<br /><br />적상산성(사적), 안국사의 괘불(보물) 등 수많은 유적들이 곳곳에 펼쳐져 있으며 희귀한 주목나무가 무리를 이루는 등 경치도 아름답다. 이곳에는 1,623여종의 동물과 1,067여 종의 식물군이 다양하게 분포하여 일대 장관을 이루는데 특히 봄이면 철쭉이 아름답기로 유명하며 구천동 골짜기의 시원한 계곡은 한여름 피서지로 더할나위 없이 적격이다. 또한, 여름엔 덕유평전에 원추리군락이 장관을 이루고, 가을의 단풍, 겨울의 설경은 가히 자연의 오묘함을 연출한다. 나제통문, 적상산성, 호국사지 등 유서깊은 유적지가 있으며 안국사, 백련사, 원통사, 송계사, 인월담 등 사찰이 자리잡고 있다. 구천동 33경의 한가운데 있는 내 자리잡은 덕유대야영장은 국립공원 중 가장 큰 규모로 덕유산국립공원의 자랑이다.<br /><br />덕유산의 향적봉을 아고산대라고 부른다. 아고산대란 해발고도가 비교적 높은 지역(1500~2500m) 바람과 비가 많고 기온이 낮으며 맑은 날이 적어서 키가 큰 나무들이 잘 자랄 수 없는 곳으로 여러 가지 야생화들이 바람과 추위를 견디며 자연과 균형을 이룬 지상의 낙원과 같은 생태적 가치가 높은 지대를 말한다. 아고산대는 확 트인 뛰어나 조망과 갖가지 야생화와 서늘한 기후 등의 특징을 가지고 있으나 탐방객들에 의하여 훼손될 경우 자연적인 회복이 거의 불가능함으로 탐방객 모두 관심을 기울여야한다.<br>",전라북도 무주군 설천면 구천동1로 159,37,http://tong.visitkorea.or.kr/cms/resource/13/2029513_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/13/2029513_image3_1.jpg,127.7751204501,35.9007210596,0.0,67603
5,127575,1,무등산국립공원,"* 광주를 지키는 산, 무등산국립공원 *
무등산은 광주와 담양군·화순군과 경계에 있는 산으로 무악(武岳)·무진악(武珍岳)·서석산(瑞石山)·입석산(立石山)이라고도 한다. 높이를 헤아리기 어렵고 견줄 상대가 없어 등급조차 매길 수 없다는 산이 무등산이다. 해발 1,186.8m로 산세가 유순하고 둥그스름한 모습이다. 산정상은 천왕봉, 지왕봉, 인왕봉 등 3개의 바위봉으로 이뤄져 있으며, 이를 ""정상 3대""라고도 한다. 정상을 중심으로 여러 곳에 규봉, 입석대, 서석대 등의 이름난 기암괴석과 증심사, 원효사, 약사사 등의 사찰이 자리잡고 있다. 무등산의 가을철은 규봉암의 단풍과 장불재, 백마능선의 억새풀이 절경을 이루고 겨울에는 설화와 빙화가 일품이다.

1972년 도립공원으로 지정, 이후 40년 만에 21번째 국립공원으로 지정되었다. 산 아래에는 각종 놀이시설 및 편의시설이 들어서 있다. 또한 옛 궁궐의 진상품이었던 무등산 수박의 뛰어난 향을 가진 춘설차 등도 무등산의 매력이다. 산기슭의 증심사를 기점으로 출발하여 두어 시간이면 정상에 오를 수 있고, 산의 동북쪽으로 관광도로가 개설되어 산허리의 원효계곡까지 자동차로 거의 30분 거리이며, 여기서 정상까지는 1시간 30분 정도 오르면 된다. 공원면적은 30.23㎢ 이다.(광주 27.03㎢ / 전남 3.20㎢)

* 무등산에 있는 다양한 사찰 *

무등산에는 증심사(證心寺)와 원효사, 천문사(天門寺)·미력사(彌力寺)·동국사(東國寺)·보덕사(普德寺)·백운암(白雲庵)·약사암(藥師庵) 등의 사찰이 있어 등반의 또다른 재미를 선사한다. 증심사는 통일신라시대 철감국사(哲鑑國師) 도윤(道允)이 창건한 절로서, 이 곳에는 철조비로자나불좌상(鐵造毘盧舍那佛坐像:보물 131), 5층석탑·오백나한전(五百羅漢殿) 등이 있으며, 증심사의 말사인 약사암에는 석조여래좌상(石造如來坐像:보물 600)이 있다. 원효사는 신라시대 원효대사(元曉大師)가 창건한 절인데, 증심사와 함께 한국전쟁 당시 때 공비 토벌작전으로 소실되었다가 복구되었다.",광주광역시 동구 동산길 29,5,http://tong.visitkorea.or.kr/cms/resource/82/2716382_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/82/2716382_image3_1.jpg,126.9482942154,35.1308438692,0.0,65795
6,2795061,1,무등산국립공원,"무등산국립공원은 정상인 천왕봉을 중심으로 주상절리 등 암석들이 멋진 경관과 어우러져 있다. 그중에서도 가장 으뜸으로 손꼽는 코스는 규봉 코스다. 전남 화순군 화순읍 수만리 수만탐방지원센터에서 출발해 장불재를 거쳐 규봉암에 도착하는 코스로 약 2시간 정도 소요된다. 중생대 백악기 후기에 화산이 폭발하면서 지표에 쌓인 화산재가 굳어 생긴 암석인 주상절리대와 풍화된 암석이 부서져 산비탈을 덮은 지공너덜은 주변 환경과 어우러져 형언하기 어려운 장관을 이루고 있다. 산속의 맑은 공기도 마시고, 계절마다 다양한 빛깔을 뽐내는 야생화도 보면서 걷다 보면 자연의 신비로움과 소중함을 느끼게 된다.",전라남도 화순군 화순읍 중지길 200,38,http://tong.visitkorea.or.kr/cms/resource/87/2798187_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/87/2798187_image2_1.JPG,126.9930742585,35.1043059553,0.0,1
7,126239,1,변산반도국립공원,"국내 국립공원 중 유일하게 산과 바다가 어우러진 다기능 공원이다. 해안가는 외변산, 내륙 산악지역은 내변산이라 구분하고 있다.1988년 국립공원으로 지정된 변산반도 국립공원은 변산 안에 의상봉(508m), 신선봉(486m), 쌍선봉(459m) 등 기암괴석으로 이루어진  산봉우리를 지녔다. 그 사이에 개암사, 내소사, 월명암 등 유서 깊은 고찰이 있고 직소폭포, 봉래구곡, 낙조대 등 승경이 곳곳에 산재하고   있을 뿐 아니라 주변에는 유천리도요지, 구암리 지석묘군과 호벌치와 우금산성 등 역사 유적지가 있다. 채석강, 적벽강, 신석정 시비, 한국에서 최초로 조성된 금구원 조각공원, 그리고 변산해수욕장, 격포, 고사포 해수욕장 등 3개의 해수욕장까지 갖추고 있는  대한 8경  중의 하나이다. 또한 내변산에 1995년 부안댐이 완공되어 물이 차면서 중계계곡이 호수로 변해, 천연적인 단애를 이룬 기암괴석과 어울려 절경을 이룬다. 또한 공원지구 내에 다양한 동식물이 분포되어 있으며, 이 중 호랑가시나무, 후박나무, 꽝꽝나무, 미선나무 군락은 천연기념물로 지정 보호되고 있다.  해수욕과 등산을 동시에 즐길 수 있어 사시사철 수 많은 탐방객이 찾는다.<br><br>",전라북도 부안군 변산면 방파제길 11,37,http://tong.visitkorea.or.kr/cms/resource/35/2392335_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/35/2392335_image3_1.jpg,126.5797696087,35.6418575196,0.0,81908
8,127220,1,북한산국립공원(서울),"북한산은 1983년 국립공원으로 지정되었으며 총면적(도봉산 포함)은 80.669㎢다. 북한산의 정상은 백운대(835.6m)·인수봉(810.5m)·만경대(799.5m)로 조선시대에는 삼각산(三角山)으로 불리기도 하였다.  이는 최고봉 백운대(白雲臺)와 그 동쪽의 인수봉(仁壽峰), 남쪽의 만경대(萬景臺, 일명 국망봉)의 세 봉우리가 삼각형의 모양을 이루고 있기 때문이다. 이외에도 삼봉산(三峰山, 세봉오리로 이루어진 산), 화산(華山, 꽃이 만발하는 산) 또는 부아악(負兒岳, 어린아이를 등에 업고 있는 모습) 등 역사적으로 여러 가지 이름으로 불리기도 하였다. 북한산으로 불리게 된 것은 조선 숙종때 북한산성을 축성한 뒤부터라고 추정된다.",서울특별시 성북구 보국문로 262,1,http://tong.visitkorea.or.kr/cms/resource/45/2526645_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/45/2526645_image2_1.jpg,126.9943263511,37.6215453578,0.0,104260
9,127586,1,설악산 국립공원(외설악),"설악산은 강원도 속초시를 포함해 고성과 인제, 양양군에 걸쳐 있는 유명한 자연 명소이다. 1970년 한려해상국립공원에 이어 다섯 번째로 국립공원 명칭을 달았으며, 1982년에는 국내 최초로 유네스코 생물권보전지역에 지정됐다. 또한 국제적으로 우수하게 관리되고 있는 보호지역 명단인 세계자연보전연맹(IUCN) 녹색목록에도 등재되어 있다. 설악산국립공원은 총면적이 약 398km²에 이를 만큼 광대한 규모를 자랑한다. 주봉인 대청봉을 기준 삼아 속초시에 접한 동쪽은 외설악, 서쪽은 내설악, 한계령과 오색 방면은 남설악으로 구분한다. 한라산과 지리산 다음으로 높은 대청봉은 1년 중 5~6개월은 눈에 덮여 있는데 ‘설악’이란 이름은 여기서 유래되었다. 대청봉에 오르면 수려한 자연 경관을 품은 설악산 전경과 동해 바다를 조망할 수 있으며 특히 일출과 낙조가 일품으로 꼽힌다. 대청봉 외에도 소청봉, 화채봉, 중청봉 등 30여개의 산봉우리들이 웅장한 장관을 이룬다. 이외에 비룡폭포, 울산바위, 흔들바위, 금강굴 등 숨은 비경들이 가득하다. 설악산 소공원 인근에 운영 중인 케이블카를 이용하면 노약자나 장애인도 어렵지 않게 설악산 풍경을 감상할 수 있다.<br><br>[체험프로그램]<br>등산, 트래킹<br>",강원도 속초시 설악동,32,http://tong.visitkorea.or.kr/cms/resource/62/2733162_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/62/2733162_image3_1.jpg,128.4944400775,38.172403718,0.0,71705
