,attraction_id,category,name,description,address,areacode,image,iamge2,mapx,mapy,score,readcount
0,130090,8,강암서예관,"예향 또는 예도 전주의 분위기를 찾아보려면 '전주시 강암서예관'을 찾아보면 좋다. 전주를 상징하는 풍남문에서 경기전을 거쳐 동쪽으로 오목대, 향교, 한벽당 등이 이어있는 교동 전주천변에 1995년에 개관한 '전주시 강암서예관'은 예술을  사랑하는 사람들의 발길이 이어지고 있다.<br>조상 때부터 서맥을 이어오고 있는 이 고장 출신으로 서예계의 거봉인 강암 송성용의 뜻으로 세워진  이 서예관에는, 추사 김정희, 창암 이삼만, 단원 김홍도의 작품과 다산 정약용의 간찰 등을  포함한 작품 등이 1,162점이나 전시되고 있는 우리나라 유일의 단일 서예전시관이다.<br>한편  '전주시 강암서예관'에서 200m 북쪽에 최근에 동학혁명을 기리는  동학혁명기념관이 세워져 동학혁명의 자취를 더듬어볼 수 있다.&nbsp;<br>",전라북도 전주시 완산구 전주천동로 74,37,http://tong.visitkorea.or.kr/cms/resource/94/1605494_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/94/1605494_image3_1.jpg,127.1524920198,35.8112813788,0.0,28568
1,130869,8,강원 신재생에너지전시관,"* 미래 에너지의 원리를 배우는 곳, 대관령 신·재생에너지 전시관 *<br /><br />신·재생에너지는 물, 바람, 태양 등을 이용하여 한번 사용해도 다시 생겨나는 에너지 자원을 뜻하며 자연을 통해 얻을 수 있어 친환경적이다. 평창에 위치한 대관령 신·재생에너지 전시관은 우리나라 에너지 현황과 신·재생에너지, 그리고 풍력 발전의 역사, 원리 등을 알기 쉽게 설명해 주고 직접 체험할 수 있는 공간이다. 전시관은 상징공간인 ‘바람아 불어라(Welcome Zone)’, 화석에너지의 고갈, 우리나라의 에너지생산과 소비, 신·재생에너지의 필요성과 종류, 풍력발전의 경쟁력 등에 대하여 알아보는 ‘바람이 희망이다(우리나라의 에너지)’, 풍력에너지의 역사, 원리, 종류, 구조 및 세계의 풍력발전단지 등에 대하여 알아보는 ‘바람이 에너지다(풍력발전)’, 주제공간 ‘여기는 대관령 풍력단지’ 외 체험공간인 ‘바람에너지 놀이터’로 구성되어 있다. 바람에너지 놀이터는 태양전지 벌레, 물로 가는 자동차, 내가 만드는 전기, 바람 느끼기 등 9개의 체험전시물로 구성되어 있어 청소년들이 직접 에너지를 만들어보고 미래 에너지의 원리를 배울 수 있다. 또, 이곳에서는 한국 최대 규모의 풍력단지인 대관령 풍력발전소도 볼 수 있다.<br /><br />* 개관일 : 2005년 11월 3일<br>",강원도 평창군 대관령면 경강로 5754,32,http://tong.visitkorea.or.kr/cms/resource/50/2365250_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/50/2365250_image3_1.jpg,128.758272899,37.6855597537,0.0,33999
2,130733,8,강화화문석문화관,"전국 유일의 왕골공예품인 강화 화문석은 고려시대부터 전수된 생활문화 유산으로 강화군에서만 생산되는 자랑스런 민족 문화 유산이다. 강화군에서는 이러한 민족문화 유산을 계승하고 발전시키기 위해 화문석의 발상지인 송해면 양오리에 총 27억 3천여만 원의 사업비를 투자 하여 화문석 문화관을 건립하였다.화문석 문화관을 방문하면 화문석은 물론 왕골공예품의 과거와 현재 그리고 미래의 다양한 왕골공예품의 변천과정을 한 눈에 볼 수 있는 상설전시관이 마련되어 있으며 , 현지 공예인들과 함께 화문석과 왕골소품 등을 직접 만들어 볼 수 있는 좋은 기회가 될 것이다.<br>",인천광역시 강화군 송해면 장정양오길 413,2,http://tong.visitkorea.or.kr/cms/resource/46/1579246_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/46/1579246_image3_1.jpg,126.4547735697,37.7957598993,0.0,31469
3,1927047,8,객주문학관,"폐교된 진보 제일고 건물을 증·개축한 객주문학관은 4천 640㎡ 규모의 3층 건물로 김주영 소설 ‘객주’를 한눈에 볼 수 있는 객주전시관을 비롯해 소설도서관과 기획전시실, 영상교육실, 창작스튜디오, 작가집필실, 연수시설, 카페, 창작관, 다용도관 등의 부대시설을 갖췄다.",경상북도 청송군 진보면 청송로 6359,35,http://tong.visitkorea.or.kr/cms/resource/69/2026169_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/69/2026169_image3_1.jpg,129.0398047825,36.523462439,0.0,5344
4,2001650,8,거제씨월드,"경남 거제시 지세포 조선해양문화관 옆에 위치한 국내 최대의 돌고래 체험파크 거제씨월드는 11,400톤의 체험 수조 6개와 생태설명회장 등으로 구성되어 있으며 기존의 관람형 수족관과 차별화되어 거제시의 대표적 체험관광지로 자리매김하고 있다. 특히, 흰고래 벨루가와 함께하는 체험 프로그램을 운영하는 국내 유일한 곳으로 돌고래와 벨루가를 가까이에서 만나고 교감을 나누는 프로그램을 통해 체험뿐만 아니라 융복합적 해양교육이 가능하다.",경상남도 거제시 일운면 지세포해안로 15,36,http://tong.visitkorea.or.kr/cms/resource/44/2735244_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/44/2735244_image2_1.JPG,128.7014926255,34.8358937646,0.0,7838
5,1622179,8,거제어촌민속전시관,"3,630여평의 부지에 체험의바다, 부흥의바다, 생활의바다, 전통의바다, 수족관등이 갖춰져 있다. 거제의 아름다운 바다를 직접 체험할 수 있는 문화공간으로서 전시수족관의 다양한 어종은 물론 전시관 내부에 설치된 '시뮬레이터'를 통해 환상의 세계를 체험할 수 있다. 가족과 함께 할 수 있는 거제어촌민속전시관은 어린이들에게 새로운 학습의 장으로서 자라는 어린이들이 보다 쉽고 재미있게 바다를 이해하고 사랑할 수 있는 계기를 마련해 줄 것이다.<br>",경상남도 거제시 일운면 지세포해안로 41,36,http://tong.visitkorea.or.kr/cms/resource/53/1610953_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/53/1610953_image3_1.jpg,128.7019093134,34.8337301246,0.0,24944
6,2656739,8,경상남도 수산자원연구소 민물고기전시관,"아이들이 민물고기의 생태를 체험하면서 자연의 소중함을 직접 배우고 체험할 수 있는 장소로  9개의 다양한 테마와 33종 1,200여 마리의 민물고기를 경험 할 수 있다. 33종의 물고기 중엔 우리나라에서만 서식하는 민물고기 13종 포함 되어있어 우리나라 고유 물고기의 소중함과 중요성을 배울 수 있는 공간이다.<br>",경상남도 밀양시 산외면 산외남로 28-27,36,http://tong.visitkorea.or.kr/cms/resource/38/2656738_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/38/2656738_image2_1.JPG,128.7974441389,35.4974379933,0.0,0
7,1622558,8,경상남도과학교육원,"경상남도과학교육원은 천연기념물로 지정된 화석을 원형 그대로 보존한 화석문화재관과 자연사관,과학관,천체투영관,천체관측실,발명교육센터,영재교육지원센터 등의 최첨단 과학교육기반 시설을 갖추고 있다.<br>",경상남도 진주시 진성면 진의로 178-35,36,http://tong.visitkorea.or.kr/cms/resource/69/1611569_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/69/1611569_image3_1.jpg,128.2260688643,35.2009665342,0.0,17684
8,130222,8,경상북도과학교육원,"* 교육과 과학을 위한 곳, 경상북도과학교육원(구, 경상북도교육과학연구원) *

경상북도과학교육원은 교육과정, 과학기술 교육, 교육·과학 정보화 등을 연구·지원하는 업무를 목적으로 하고 있다. 또한, 새로운 교육 정보를 제공하고 각종 교육 자료를 개발하며, 과학교육 및 과학교육 연구 활동을 담당하고 있으며, 현장 교육 활동 지원에 필요한 각종 정보와 자료를 제작·보급하는 사업도 진행하고 있다.

연구원의 주요시설로는 문헌자료실, 영상자료제작실, OMR실, 전산실, 향토교육자료관, 교육정보자료실, 교육자료개발실, 전시실, 컴퓨터실, 체력단련실, 정서순화실, 음악감상실, 서화실, 탁구교실, 국악교실, 회의실, 독서실, 공연장이 있어 다양한 활동을 뒷받침해주고 있다.

* 과학교육원이 생기기까지의 발자취 *

경상북도과학교육의 시작은 1962년으로 올라간다. 그 해 3월 경상북도교육연구소로 발족하여 1969년 1월 경상북도시청각교육원과 통합한 뒤 경상북도교육연구원으로 개칭했다. 1995년 7월 경상북도향토교육자료관을 개관하고 1999년 1월 경상북도교육연구원이 경상북도과학교육원과 경상북도학생회관을 통폐합하여 경상북도과학교육원으로 개칭했다.",경상북도 포항시 북구 우미길 93,35,http://tong.visitkorea.or.kr/cms/resource/59/1890159_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/59/1890159_image3_1.jpg,129.3523466567,36.0467002981,0.0,21108
9,2754480,8,고래생태체험관,"2009년 11월 장생포 고래로 244에 연면적 1,834㎡, 지상 3층의 규모로 고래 관련 전통문화의 보존과 해양생태 문화체험의 기반 조성을 위하여, 울산광역시 남구 장생포 해양공원 내에 건립되었다. 우리나라 최초의 돌고래 수족관으로, 바다 물고기 수족관과 생태 전시관 및 과거 포경의 생활상을 볼 수 있는 디오라마가 전시되어 있어 장생포의 과거, 현재, 미래를 한눈에 볼 수 있다. 특히 2층에는 어린이들이 오감을 자극하는 실감 영상으로 진동, 물, 바람 등의 영상 속 효과들을 직접 체험할 수 있으며, 고래를 만날 수 있는 4D영상관도 운영되고 있다.",울산광역시 남구 장생포고래로 244,7,http://tong.visitkorea.or.kr/cms/resource/18/2754518_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/18/2754518_image2_1.jpg,129.3808541361,35.5028149271,0.0,1
